New Name,Old Name,Path,Dataset
CADICA_000073.jpg,p4_v1_00041.png,/selectedVideos/p4/v1/input,CADICA
CADICA_000074.jpg,p4_v1_00042.png,/selectedVideos/p4/v1/input,CADICA
CADICA_000075.jpg,p4_v1_00043.png,/selectedVideos/p4/v1/input,CADICA
CADICA_000076.jpg,p4_v1_00044.png,/selectedVideos/p4/v1/input,CADICA
CADICA_000077.jpg,p4_v1_00045.png,/selectedVideos/p4/v1/input,CADICA
CADICA_000078.jpg,p4_v8_00001.png,/selectedVideos/p4/v8/input,CADICA
CADICA_000079.jpg,p4_v8_00002.png,/selectedVideos/p4/v8/input,CADICA
CADICA_000080.jpg,p4_v8_00003.png,/selectedVideos/p4/v8/input,CADICA
CADICA_000081.jpg,p4_v8_00004.png,/selectedVideos/p4/v8/input,CADICA
CADICA_000082.jpg,p4_v8_00005.png,/selectedVideos/p4/v8/input,CADICA
CADICA_000083.jpg,p4_v8_00006.png,/selectedVideos/p4/v8/input,CADICA
CADICA_000084.jpg,p4_v8_00007.png,/selectedVideos/p4/v8/input,CADICA
CADICA_000085.jpg,p4_v8_00008.png,/selectedVideos/p4/v8/input,CADICA
CADICA_000086.jpg,p4_v8_00009.png,/selectedVideos/p4/v8/input,CADICA
CADICA_000087.jpg,p4_v8_00010.png,/selectedVideos/p4/v8/input,CADICA
CADICA_000088.jpg,p4_v8_00011.png,/selectedVideos/p4/v8/input,CADICA
CADICA_000089.jpg,p4_v8_00012.png,/selectedVideos/p4/v8/input,CADICA
CADICA_000090.jpg,p4_v8_00013.png,/selectedVideos/p4/v8/input,CADICA
CADICA_000091.jpg,p4_v8_00014.png,/selectedVideos/p4/v8/input,CADICA
CADICA_000092.jpg,p4_v8_00015.png,/selectedVideos/p4/v8/input,CADICA
CADICA_000093.jpg,p4_v8_00016.png,/selectedVideos/p4/v8/input,CADICA
CADICA_000094.jpg,p4_v8_00017.png,/selectedVideos/p4/v8/input,CADICA
CADICA_000095.jpg,p4_v8_00018.png,/selectedVideos/p4/v8/input,CADICA
CADICA_000096.jpg,p4_v8_00019.png,/selectedVideos/p4/v8/input,CADICA
CADICA_000097.jpg,p4_v8_00020.png,/selectedVideos/p4/v8/input,CADICA
CADICA_000098.jpg,p4_v8_00021.png,/selectedVideos/p4/v8/input,CADICA
CADICA_000099.jpg,p4_v8_00022.png,/selectedVideos/p4/v8/input,CADICA
CADICA_000100.jpg,p4_v8_00023.png,/selectedVideos/p4/v8/input,CADICA
CADICA_000101.jpg,p4_v8_00024.png,/selectedVideos/p4/v8/input,CADICA
CADICA_000102.jpg,p4_v8_00025.png,/selectedVideos/p4/v8/input,CADICA
CADICA_000103.jpg,p4_v8_00026.png,/selectedVideos/p4/v8/input,CADICA
CADICA_000104.jpg,p4_v8_00027.png,/selectedVideos/p4/v8/input,CADICA
CADICA_000105.jpg,p4_v8_00028.png,/selectedVideos/p4/v8/input,CADICA
CADICA_000106.jpg,p4_v8_00029.png,/selectedVideos/p4/v8/input,CADICA
CADICA_000107.jpg,p4_v8_00030.png,/selectedVideos/p4/v8/input,CADICA
CADICA_000108.jpg,p4_v8_00031.png,/selectedVideos/p4/v8/input,CADICA
CADICA_000109.jpg,p4_v8_00032.png,/selectedVideos/p4/v8/input,CADICA
CADICA_000110.jpg,p4_v8_00033.png,/selectedVideos/p4/v8/input,CADICA
CADICA_000111.jpg,p4_v7_00001.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000112.jpg,p4_v7_00002.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000113.jpg,p4_v7_00003.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000114.jpg,p4_v7_00004.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000115.jpg,p4_v7_00005.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000116.jpg,p4_v7_00006.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000117.jpg,p4_v7_00007.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000118.jpg,p4_v7_00008.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000119.jpg,p4_v7_00009.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000120.jpg,p4_v7_00010.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000121.jpg,p4_v7_00011.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000122.jpg,p4_v7_00012.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000123.jpg,p4_v7_00013.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000124.jpg,p4_v7_00014.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000125.jpg,p4_v7_00015.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000126.jpg,p4_v7_00016.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000127.jpg,p4_v7_00017.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000128.jpg,p4_v7_00018.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000129.jpg,p4_v7_00019.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000130.jpg,p4_v7_00020.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000131.jpg,p4_v7_00021.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000132.jpg,p4_v7_00022.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000133.jpg,p4_v7_00023.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000134.jpg,p4_v7_00024.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000135.jpg,p4_v7_00025.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000136.jpg,p4_v7_00026.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000137.jpg,p4_v7_00027.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000138.jpg,p4_v7_00028.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000139.jpg,p4_v7_00029.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000140.jpg,p4_v7_00030.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000141.jpg,p4_v7_00031.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000142.jpg,p4_v7_00032.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000143.jpg,p4_v7_00033.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000144.jpg,p4_v7_00034.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000145.jpg,p4_v7_00035.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000146.jpg,p4_v7_00036.png,/selectedVideos/p4/v7/input,CADICA
CADICA_000147.jpg,p4_v2_00001.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000148.jpg,p4_v2_00002.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000149.jpg,p4_v2_00003.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000150.jpg,p4_v2_00004.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000151.jpg,p4_v2_00005.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000152.jpg,p4_v2_00006.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000153.jpg,p4_v2_00007.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000154.jpg,p4_v2_00008.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000155.jpg,p4_v2_00009.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000156.jpg,p4_v2_00010.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000157.jpg,p4_v2_00011.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000158.jpg,p4_v2_00012.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000159.jpg,p4_v2_00013.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000160.jpg,p4_v2_00014.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000161.jpg,p4_v2_00015.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000162.jpg,p4_v2_00016.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000163.jpg,p4_v2_00017.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000164.jpg,p4_v2_00018.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000165.jpg,p4_v2_00019.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000166.jpg,p4_v2_00020.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000167.jpg,p4_v2_00021.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000168.jpg,p4_v2_00022.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000169.jpg,p4_v2_00023.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000170.jpg,p4_v2_00024.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000171.jpg,p4_v2_00025.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000172.jpg,p4_v2_00026.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000173.jpg,p4_v2_00027.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000174.jpg,p4_v2_00028.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000175.jpg,p4_v2_00029.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000176.jpg,p4_v2_00030.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000177.jpg,p4_v2_00031.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000178.jpg,p4_v2_00032.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000179.jpg,p4_v2_00033.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000180.jpg,p4_v2_00034.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000181.jpg,p4_v2_00035.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000182.jpg,p4_v2_00036.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000183.jpg,p4_v2_00037.png,/selectedVideos/p4/v2/input,CADICA
CADICA_000184.jpg,p4_v5_00001.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000185.jpg,p4_v5_00002.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000186.jpg,p4_v5_00003.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000187.jpg,p4_v5_00004.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000188.jpg,p4_v5_00005.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000189.jpg,p4_v5_00006.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000190.jpg,p4_v5_00007.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000191.jpg,p4_v5_00008.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000192.jpg,p4_v5_00009.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000193.jpg,p4_v5_00010.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000194.jpg,p4_v5_00011.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000195.jpg,p4_v5_00012.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000196.jpg,p4_v5_00013.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000197.jpg,p4_v5_00014.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000198.jpg,p4_v5_00015.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000199.jpg,p4_v5_00016.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000200.jpg,p4_v5_00017.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000201.jpg,p4_v5_00018.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000202.jpg,p4_v5_00019.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000203.jpg,p4_v5_00020.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000204.jpg,p4_v5_00021.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000205.jpg,p4_v5_00022.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000206.jpg,p4_v5_00023.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000207.jpg,p4_v5_00024.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000208.jpg,p4_v5_00025.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000209.jpg,p4_v5_00026.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000210.jpg,p4_v5_00027.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000211.jpg,p4_v5_00028.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000212.jpg,p4_v5_00029.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000213.jpg,p4_v5_00030.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000214.jpg,p4_v5_00031.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000215.jpg,p4_v5_00032.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000216.jpg,p4_v5_00033.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000217.jpg,p4_v5_00034.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000218.jpg,p4_v5_00035.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000219.jpg,p4_v5_00036.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000220.jpg,p4_v5_00037.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000221.jpg,p4_v5_00038.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000222.jpg,p4_v5_00039.png,/selectedVideos/p4/v5/input,CADICA
CADICA_000223.jpg,p4_v4_00001.png,/selectedVideos/p4/v4/input,CADICA
CADICA_000224.jpg,p4_v4_00002.png,/selectedVideos/p4/v4/input,CADICA
CADICA_000225.jpg,p4_v4_00003.png,/selectedVideos/p4/v4/input,CADICA
CADICA_000226.jpg,p4_v4_00004.png,/selectedVideos/p4/v4/input,CADICA
CADICA_000227.jpg,p4_v4_00005.png,/selectedVideos/p4/v4/input,CADICA
CADICA_000228.jpg,p4_v4_00006.png,/selectedVideos/p4/v4/input,CADICA
CADICA_000229.jpg,p4_v4_00007.png,/selectedVideos/p4/v4/input,CADICA
CADICA_000230.jpg,p4_v4_00008.png,/selectedVideos/p4/v4/input,CADICA
CADICA_000231.jpg,p4_v4_00009.png,/selectedVideos/p4/v4/input,CADICA
CADICA_000232.jpg,p4_v4_00010.png,/selectedVideos/p4/v4/input,CADICA
CADICA_000233.jpg,p4_v4_00011.png,/selectedVideos/p4/v4/input,CADICA
CADICA_000234.jpg,p4_v4_00012.png,/selectedVideos/p4/v4/input,CADICA
CADICA_000235.jpg,p4_v4_00013.png,/selectedVideos/p4/v4/input,CADICA
CADICA_000236.jpg,p4_v4_00014.png,/selectedVideos/p4/v4/input,CADICA
CADICA_000237.jpg,p4_v4_00015.png,/selectedVideos/p4/v4/input,CADICA
CADICA_000238.jpg,p4_v4_00016.png,/selectedVideos/p4/v4/input,CADICA
CADICA_000239.jpg,p4_v4_00017.png,/selectedVideos/p4/v4/input,CADICA
CADICA_000240.jpg,p4_v4_00018.png,/selectedVideos/p4/v4/input,CADICA
CADICA_000241.jpg,p4_v4_00019.png,/selectedVideos/p4/v4/input,CADICA
CADICA_000242.jpg,p4_v4_00020.png,/selectedVideos/p4/v4/input,CADICA
CADICA_000243.jpg,p4_v4_00021.png,/selectedVideos/p4/v4/input,CADICA
CADICA_000244.jpg,p4_v4_00022.png,/selectedVideos/p4/v4/input,CADICA
CADICA_000245.jpg,p4_v4_00023.png,/selectedVideos/p4/v4/input,CADICA
CADICA_000246.jpg,p4_v4_00024.png,/selectedVideos/p4/v4/input,CADICA
CADICA_000247.jpg,p4_v4_00025.png,/selectedVideos/p4/v4/input,CADICA
CADICA_000248.jpg,p4_v4_00026.png,/selectedVideos/p4/v4/input,CADICA
CADICA_000249.jpg,p4_v4_00027.png,/selectedVideos/p4/v4/input,CADICA
CADICA_000250.jpg,p4_v4_00028.png,/selectedVideos/p4/v4/input,CADICA
CADICA_000251.jpg,p4_v4_00029.png,/selectedVideos/p4/v4/input,CADICA
CADICA_000252.jpg,p4_v4_00030.png,/selectedVideos/p4/v4/input,CADICA
CADICA_000253.jpg,p4_v4_00031.png,/selectedVideos/p4/v4/input,CADICA
CADICA_000254.jpg,p4_v3_00001.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000255.jpg,p4_v3_00002.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000256.jpg,p4_v3_00003.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000257.jpg,p4_v3_00004.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000258.jpg,p4_v3_00005.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000259.jpg,p4_v3_00006.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000260.jpg,p4_v3_00007.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000261.jpg,p4_v3_00008.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000262.jpg,p4_v3_00009.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000263.jpg,p4_v3_00010.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000264.jpg,p4_v3_00011.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000265.jpg,p4_v3_00012.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000266.jpg,p4_v3_00013.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000267.jpg,p4_v3_00014.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000268.jpg,p4_v3_00015.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000269.jpg,p4_v3_00016.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000270.jpg,p4_v3_00017.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000271.jpg,p4_v3_00018.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000272.jpg,p4_v3_00019.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000273.jpg,p4_v3_00020.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000274.jpg,p4_v3_00021.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000275.jpg,p4_v3_00022.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000276.jpg,p4_v3_00023.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000277.jpg,p4_v3_00024.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000278.jpg,p4_v3_00025.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000279.jpg,p4_v3_00026.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000280.jpg,p4_v3_00027.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000281.jpg,p4_v3_00028.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000282.jpg,p4_v3_00029.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000283.jpg,p4_v3_00030.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000284.jpg,p4_v3_00031.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000285.jpg,p4_v3_00032.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000286.jpg,p4_v3_00033.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000287.jpg,p4_v3_00034.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000288.jpg,p4_v3_00035.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000289.jpg,p4_v3_00036.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000290.jpg,p4_v3_00037.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000291.jpg,p4_v3_00038.png,/selectedVideos/p4/v3/input,CADICA
CADICA_000292.jpg,p3_v6_00001.png,/selectedVideos/p3/v6/input,CADICA
CADICA_000293.jpg,p3_v6_00002.png,/selectedVideos/p3/v6/input,CADICA
CADICA_000294.jpg,p3_v6_00003.png,/selectedVideos/p3/v6/input,CADICA
CADICA_000295.jpg,p3_v6_00004.png,/selectedVideos/p3/v6/input,CADICA
CADICA_000296.jpg,p3_v6_00005.png,/selectedVideos/p3/v6/input,CADICA
CADICA_000297.jpg,p3_v6_00006.png,/selectedVideos/p3/v6/input,CADICA
CADICA_000298.jpg,p3_v6_00007.png,/selectedVideos/p3/v6/input,CADICA
CADICA_000299.jpg,p3_v6_00008.png,/selectedVideos/p3/v6/input,CADICA
CADICA_000300.jpg,p3_v6_00009.png,/selectedVideos/p3/v6/input,CADICA
CADICA_000301.jpg,p3_v6_00010.png,/selectedVideos/p3/v6/input,CADICA
CADICA_000302.jpg,p3_v6_00011.png,/selectedVideos/p3/v6/input,CADICA
CADICA_000303.jpg,p3_v6_00012.png,/selectedVideos/p3/v6/input,CADICA
CADICA_000304.jpg,p3_v6_00013.png,/selectedVideos/p3/v6/input,CADICA
CADICA_000305.jpg,p3_v6_00014.png,/selectedVideos/p3/v6/input,CADICA
CADICA_000306.jpg,p3_v6_00015.png,/selectedVideos/p3/v6/input,CADICA
CADICA_000307.jpg,p3_v6_00016.png,/selectedVideos/p3/v6/input,CADICA
CADICA_000308.jpg,p3_v6_00017.png,/selectedVideos/p3/v6/input,CADICA
CADICA_000309.jpg,p3_v6_00018.png,/selectedVideos/p3/v6/input,CADICA
CADICA_000310.jpg,p3_v6_00019.png,/selectedVideos/p3/v6/input,CADICA
CADICA_000311.jpg,p3_v6_00020.png,/selectedVideos/p3/v6/input,CADICA
CADICA_000312.jpg,p3_v6_00021.png,/selectedVideos/p3/v6/input,CADICA
CADICA_000313.jpg,p3_v6_00022.png,/selectedVideos/p3/v6/input,CADICA
CADICA_000314.jpg,p3_v6_00023.png,/selectedVideos/p3/v6/input,CADICA
CADICA_000315.jpg,p3_v6_00024.png,/selectedVideos/p3/v6/input,CADICA
CADICA_000316.jpg,p3_v6_00025.png,/selectedVideos/p3/v6/input,CADICA
